,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,x0_evening,x0_morning,x0_noon,early_bird,night_owl,frosh,junior,senior,soph
74,74,75,4.95,0.68,0.27,2,0,football,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
75,75,76,15.73,0.78,0.14,5,0,baseball,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
76,76,77,52.65,0.77,0.34,10,9,baseball,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
77,77,78,4.92,0.45,0.5700000000000001,2,3,curling,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
78,78,79,7.0,0.05,0.2,1,3,football,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
79,79,80,19.69,0.51,0.49,7,8,curling,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
80,80,81,53.41,0.95,0.84,9,2,curling,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
81,81,82,51.6,0.8,0.72,4,4,martial arts,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
82,82,83,55.21,0.98,0.77,7,4,martial arts,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
83,83,84,44.13,0.77,0.77,3,4,martial arts,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
84,84,85,57.14,0.86,0.71,9,11,curling,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
85,85,86,49.620000000000005,0.85,0.24,10,11,martial arts,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
86,86,87,41.31,0.6900000000000001,0.48,8,7,baseball,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
87,87,88,0.0,0.02,0.27,1,3,football,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
88,88,89,36.87,0.46,0.71,5,7,basketball,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
89,89,90,75.21000000000001,0.78,0.98,8,11,frisbee,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
90,90,91,43.3,0.75,0.36,8,6,baseball,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
91,91,92,80.92,0.84,1.0,4,12,basketball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
92,92,93,69.13,0.03,0.02,0,1,curling,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
93,93,94,42.06,0.84,0.52,6,3,football,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
94,94,95,26.32,0.51,0.63,5,10,curling,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
95,95,96,40.54,0.45,0.51,7,6,martial arts,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
96,96,97,52.01,0.93,0.46,6,2,martial arts,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
97,97,98,49.1,0.62,0.77,5,10,curling,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
98,98,99,42.1,0.33,0.87,8,12,table tennis,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
99,99,100,54.74,0.94,0.51,9,8,gymnastics,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
100,100,101,28.96,0.58,0.14,9,4,baseball,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
101,101,102,47.44,0.6900000000000001,0.53,8,4,martial arts,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
102,102,103,27.56,0.75,0.49,5,3,curling,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
103,103,104,30.99,0.43,0.5,9,9,table tennis,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
104,104,105,0.0,0.28,0.37,1,3,baseball,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
105,105,106,20.03,0.46,0.35,3,0,frisbee,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
106,106,107,0.0,0.24,0.8,3,10,football,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
107,107,108,59.71,0.92,0.8300000000000001,8,10,frisbee,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
108,108,109,0.0,0.23,0.44,2,4,baseball,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
109,109,110,0.0,0.06,0.01,5,2,baseball,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
110,110,111,42.48,0.36,0.5,6,6,table tennis,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
111,111,112,21.45,0.11,0.28,3,3,table tennis,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
112,112,113,50.16,0.96,0.31,9,8,gymnastics,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
113,113,114,39.46,0.24,0.39,4,5,martial arts,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
114,114,115,20.05,0.11,0.2,1,5,baseball,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
115,115,116,9.7,0.13,0.14,4,1,football,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
116,116,117,25.65,0.11,0.2,2,1,martial arts,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
117,117,118,55.0,0.14,1.0,0,8,basketball,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
118,118,119,52.43,0.84,0.5,6,4,baseball,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
119,119,120,28.24,0.07,0.59,0,3,table tennis,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
120,120,121,24.88,0.43,0.74,4,7,football,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
121,121,122,33.89,0.48,0.56,3,3,frisbee,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
122,122,123,36.15,0.11,0.8200000000000001,1,2,basketball,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
123,123,124,42.67,0.8,0.08,7,5,gymnastics,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
124,124,125,45.87,0.66,0.63,2,8,table tennis,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
125,125,126,63.89,0.7000000000000001,0.97,5,10,basketball,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
126,126,127,49.07,0.23,0.14,6,7,martial arts,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
127,127,128,31.55,0.31,0.48,2,3,curling,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
128,128,129,91.81,1.0,0.99,9,12,martial arts,8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
129,129,130,36.16,0.11,0.48,1,2,curling,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
130,130,131,26.09,0.11,0.61,4,9,basketball,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
131,131,132,56.86,0.85,0.59,9,5,frisbee,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
132,132,133,65.48,0.78,0.99,4,10,frisbee,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
133,133,134,35.82,0.09,0.19,2,7,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
134,134,135,47.7,0.81,0.34,10,8,baseball,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
135,135,136,20.92,0.14,0.8,0,8,martial arts,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
136,136,137,54.33,0.93,0.87,7,10,baseball,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
137,137,138,69.03,0.93,0.7000000000000001,9,4,martial arts,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
138,138,139,35.33,0.32,0.04,6,9,baseball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
139,139,140,47.73,0.85,0.09,9,9,baseball,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
140,140,141,8.17,0.05,0.46,0,6,football,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
141,141,142,17.17,0.07,0.03,6,4,martial arts,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
142,142,143,44.22,0.91,0.09,9,6,baseball,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
143,143,144,76.42,0.97,0.89,10,9,table tennis,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
144,144,145,35.03,0.35,0.32,5,10,baseball,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
145,145,146,50.9,0.4,0.67,5,5,frisbee,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
146,146,147,39.88,0.45,0.96,2,10,table tennis,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
147,147,148,32.67,0.05,0.03,3,3,football,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
148,148,149,15.37,0.14,0.53,3,4,table tennis,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
149,149,150,39.67,0.35,0.54,3,10,baseball,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
150,150,151,44.82,0.65,0.85,5,9,table tennis,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
151,151,152,0.0,0.4,0.02,4,1,gymnastics,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
152,152,153,11.47,0.09,0.11,2,4,baseball,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
153,153,154,18.12,0.33,0.09,4,2,curling,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
154,154,155,22.32,0.51,0.56,7,9,table tennis,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
155,155,156,43.68,0.91,0.08,10,9,baseball,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
156,156,157,0.0,0.21,0.33,3,7,gymnastics,5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
157,157,158,20.92,0.11,0.21,1,2,martial arts,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
158,158,159,44.39,0.7000000000000001,0.54,4,2,baseball,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
159,159,160,13.2,0.6,0.59,4,1,curling,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
160,160,161,34.2,0.3,0.56,7,3,frisbee,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
161,161,162,55.38,0.85,0.29,10,9,football,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
162,162,163,50.34,0.78,0.54,5,0,frisbee,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
163,163,164,23.92,0.39,0.49,5,9,table tennis,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
164,164,165,16.17,0.5,0.09,4,0,curling,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
165,165,166,50.22,0.61,0.54,8,9,gymnastics,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
166,166,167,13.78,0.24,0.35,4,6,table tennis,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
167,167,168,22.82,0.08,0.19,4,2,martial arts,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
168,168,169,19.99,0.15,0.25,3,5,gymnastics,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
169,169,170,47.43,0.78,0.86,7,11,curling,5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
170,170,171,23.71,0.34,0.24,5,2,frisbee,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
171,171,172,30.28,0.24,0.9,1,8,martial arts,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
172,172,173,27.31,0.5700000000000001,0.52,6,6,football,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
173,173,174,22.6,0.25,0.91,1,11,frisbee,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
174,174,175,11.06,0.46,0.11,6,1,football,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
175,175,176,49.99,0.92,0.73,4,9,curling,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
176,176,177,17.72,0.4,0.42,3,3,martial arts,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
177,177,178,31.9,0.37,0.77,2,9,curling,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
178,178,179,15.53,0.01,0.37,0,6,table tennis,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
179,179,180,68.71000000000001,0.92,0.96,2,8,frisbee,7,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
180,180,181,0.0,0.09,0.14,4,8,football,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
181,181,182,35.04,0.75,0.6900000000000001,6,7,baseball,6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
182,182,183,38.25,0.49,0.87,6,7,frisbee,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
183,183,184,26.12,0.59,0.15,9,10,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
184,184,185,42.62,0.68,0.4,8,9,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
185,185,186,0.0,0.18,0.09,5,4,curling,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
186,186,187,5.12,0.02,0.72,1,3,basketball,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
187,187,188,11.46,0.72,0.05,7,1,curling,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
188,188,189,6.67,0.26,0.03,4,3,baseball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
