,student label,game score,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,previous competitive sports,# meals on day prior to game,x0_east coast,x0_west coast,x0_evening,x0_morning,x0_noon,x0_early bird,x0_night owl,x0_frosh,x0_junior,x0_senior,x0_sophomore
59,60,63.2,0.72,1.0,6,0,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
60,61,42.65,0.19,1.0,2,7,frisbee,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
61,62,48.43,0.27,0.77,4,5,basketball,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
62,63,26.27,0.0,0.54,7,11,curling,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
63,64,57.19,0.66,0.61,10,12,martial arts,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
64,65,30.55,0.91,0.25,4,1,football,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
65,66,40.94,0.19,0.61,7,7,table tennis,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
66,67,38.13,0.24,0.32,2,2,football,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
67,68,38.73,1.0,0.09,5,10,gymnastics,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
68,69,49.06,1.0,0.48,6,8,football,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
69,70,27.88,1.0,0.07,5,1,gymnastics,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
70,71,15.65,0.0,0.24,9,3,curling,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
71,72,28.31,0.58,0.28,5,3,curling,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
72,73,37.58,0.34,0.96,8,4,table tennis,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
73,74,55.27,0.97,0.34,10,10,football,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
74,75,5.8500000000000005,0.66,0.42,2,0,football,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
75,76,0.0,0.62,0.04,5,0,baseball,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
76,77,37.37,0.72,0.0,9,9,baseball,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
77,78,29.03,0.75,0.0,2,2,curling,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
78,79,8.82,0.0,0.0,2,3,football,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
79,80,34.45,0.66,0.54,5,7,curling,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
80,81,73.03,0.95,1.0,8,3,curling,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
81,82,61.3,1.0,0.75,4,6,martial arts,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
82,83,60.97,0.89,0.72,7,5,martial arts,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
83,84,33.06,0.44,0.5700000000000001,3,5,martial arts,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
84,85,36.01,0.72,0.27,8,11,curling,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
85,86,49.75,0.66,0.0,10,12,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
86,87,41.93,0.41,0.67,7,6,baseball,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
87,88,28.72,0.0,0.19,3,2,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
88,89,77.49,0.84,1.0,7,6,basketball,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
89,90,74.77,1.0,0.94,8,10,frisbee,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
90,91,30.76,0.84,0.05,8,6,baseball,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
91,92,50.72,0.68,0.9,3,12,basketball,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
92,93,14.29,0.0,0.02,0,0,curling,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
93,94,53.28,0.85,0.58,8,3,football,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
94,95,57.08,0.97,0.81,4,10,curling,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
95,96,65.72,0.79,0.71,8,5,martial arts,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
96,97,57.1,0.97,0.32,7,3,martial arts,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
97,98,49.94,0.89,0.73,8,11,curling,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
98,99,45.4,0.45,0.71,8,10,table tennis,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
99,100,65.43,0.95,0.79,9,6,gymnastics,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
100,101,40.96,0.59,0.31,9,5,baseball,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
101,102,66.21000000000001,1.0,0.5700000000000001,9,5,martial arts,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
102,103,17.73,0.62,0.52,6,3,curling,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
103,104,51.51,0.65,0.7000000000000001,9,8,table tennis,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
104,105,25.67,0.75,0.45,1,3,baseball,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
105,106,14.2,0.3,0.29,2,0,frisbee,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
106,107,9.65,0.0,0.77,4,10,football,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
107,108,85.21000000000001,0.92,1.0,8,10,frisbee,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
108,109,0.0,0.0,0.48,4,5,baseball,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
109,110,0.41,0.1,0.16,6,0,baseball,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
110,111,18.16,0.11,0.48,6,8,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
111,112,0.0,0.03,0.32,4,4,table tennis,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
112,113,56.59,1.0,0.73,10,7,gymnastics,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
113,114,16.91,0.15,0.43,4,6,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
114,115,6.17,0.24,0.14,2,5,baseball,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
115,116,25.21,0.0,0.17,3,0,football,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
116,117,0.0,0.0,0.08,2,1,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
117,118,42.68,0.0,1.0,0,9,basketball,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
118,119,30.45,0.8200000000000001,0.44,7,4,baseball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
119,120,8.3,0.0,0.68,0,3,table tennis,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
120,121,38.15,0.16,1.0,4,7,football,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
121,122,69.38,0.6900000000000001,1.0,3,3,frisbee,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
122,123,38.24,0.0,0.43,0,2,basketball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
123,124,38.44,0.66,0.11,9,5,gymnastics,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
124,125,55.1,1.0,0.81,2,9,table tennis,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
125,126,61.56,0.8300000000000001,0.86,6,11,basketball,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
126,127,31.84,0.36,0.1,4,7,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
127,128,34.38,0.0,0.0,2,3,curling,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
128,129,74.76,0.96,0.95,9,10,martial arts,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
129,130,41.81,0.22,0.0,0,2,curling,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
130,131,29.48,0.33,0.67,5,9,basketball,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
131,132,36.04,0.38,0.6900000000000001,8,4,frisbee,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
132,133,57.67,0.87,0.94,4,10,frisbee,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
133,134,5.57,0.11,0.0,2,6,football,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
134,135,32.87,0.8300000000000001,0.0,10,9,baseball,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
135,136,1.06,0.03,0.33,0,8,martial arts,7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
136,137,76.61,0.97,1.0,7,10,baseball,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
137,138,69.71000000000001,1.0,0.93,8,4,martial arts,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
138,139,13.26,0.07,0.11,5,9,baseball,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
139,140,31.88,0.59,0.18,9,8,baseball,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
140,141,0.0,0.01,0.65,0,7,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
141,142,12.89,0.0,0.0,6,4,martial arts,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
142,143,32.96,0.91,0.09,9,4,baseball,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
143,144,70.46000000000001,0.8200000000000001,1.0,10,9,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
144,145,15.91,0.49,0.47,4,10,baseball,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
145,146,44.58,0.4,1.0,5,6,frisbee,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
146,147,0.0,0.08,0.64,2,10,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
147,148,2.48,0.21,0.27,2,4,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
148,149,6.41,0.61,0.72,3,2,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
149,150,10.25,0.0,0.75,4,12,baseball,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
150,151,28.64,0.5,0.52,5,9,table tennis,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
151,152,21.16,0.74,0.0,3,1,gymnastics,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
152,153,24.12,0.12,0.06,3,3,baseball,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
153,154,40.08,0.61,0.13,5,4,curling,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
154,155,28.36,0.68,0.2,7,10,table tennis,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
155,156,46.54,1.0,0.0,10,10,baseball,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
156,157,32.72,0.32,0.75,5,9,gymnastics,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
157,158,43.25,0.42,0.08,3,1,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
158,159,35.87,0.14,0.65,3,3,baseball,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
159,160,26.58,0.66,0.5700000000000001,3,1,curling,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
160,161,37.54,0.16,0.81,7,5,frisbee,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
161,162,52.48,1.0,0.34,10,8,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
162,163,63.89,0.85,1.0,4,0,frisbee,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
163,164,34.34,0.5,0.79,6,9,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
164,165,13.43,0.71,0.0,3,0,curling,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
165,166,42.62,0.18,0.6900000000000001,8,11,gymnastics,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
166,167,10.67,0.0,0.79,4,5,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
167,168,21.24,0.0,0.29,4,3,martial arts,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
168,169,35.93,0.24,0.0,3,5,gymnastics,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
169,170,51.21,0.51,0.95,8,10,curling,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
170,171,52.55,1.0,0.45,6,1,frisbee,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
171,172,44.64,0.34,1.0,2,7,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
172,173,41.06,0.84,0.58,6,6,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
173,174,15.36,0.06,0.94,0,11,frisbee,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
174,175,30.06,0.04,0.0,6,1,football,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
175,176,49.58,0.95,0.35,7,7,curling,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
176,177,36.49,0.88,0.34,3,2,martial arts,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
177,178,27.48,0.33,0.68,1,9,curling,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
178,179,41.22,0.11,0.6,0,7,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
179,180,69.39,1.0,0.97,2,9,frisbee,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
180,181,15.21,0.0,0.02,5,8,football,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
181,182,49.82,1.0,0.79,5,8,baseball,6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
182,183,63.34,0.59,0.99,5,7,frisbee,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
183,184,20.7,0.42,0.42,7,10,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
184,185,51.35,1.0,0.35,7,9,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
185,186,0.0,0.1,0.09,4,5,curling,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
186,187,21.67,0.0,0.95,1,1,basketball,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
187,188,13.58,0.97,0.0,6,1,curling,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
188,189,15.55,0.0,0.0,4,3,baseball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
189,190,71.60000000000001,1.0,1.0,7,10,curling,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
190,191,27.81,0.99,0.42,0,2,table tennis,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
191,192,16.72,0.31,0.8200000000000001,0,5,frisbee,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
192,193,23.25,0.28,0.26,8,8,football,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
193,194,28.57,0.53,0.4,5,10,table tennis,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
