,student label,game score,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,previous competitive sports,# meals on day prior to game,x0_east coast,x0_west coast,x0_evening,x0_morning,x0_noon,x0_early bird,x0_night owl,x0_frosh,x0_junior,x0_senior,x0_sophomore
38,39,70.61,1.0,0.66,8,10,martial arts,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
39,40,34.02,0.3,0.85,1,7,martial arts,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40,41,44.63,0.91,0.08,2,6,martial arts,6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
41,42,40.49,0.93,0.75,5,2,curling,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
42,43,56.02,1.0,0.54,6,5,basketball,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
43,44,11.18,0.31,0.46,3,2,frisbee,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
44,45,29.76,0.0,0.05,4,10,frisbee,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
45,46,62.06,0.8300000000000001,0.51,10,11,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
46,47,2.86,0.09,0.05,3,9,gymnastics,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
47,48,27.97,0.14,0.01,6,2,table tennis,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
48,49,32.87,1.0,0.3,1,12,baseball,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
49,50,74.9,0.08,0.45,1,1,baseball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
50,51,23.7,0.08,0.0,3,4,curling,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
51,52,50.73,1.0,0.81,6,0,frisbee,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
52,53,26.5,0.35,0.24,5,10,table tennis,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
53,54,56.24,0.91,0.72,10,9,table tennis,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
54,55,42.23,0.42,0.63,6,7,martial arts,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
55,56,21.34,0.52,0.3,2,1,football,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
56,57,26.38,0.42,0.77,3,0,football,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
57,58,48.94,0.8,0.0,7,6,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
58,59,29.14,0.36,0.72,6,1,baseball,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
59,60,33.02,0.0,0.8300000000000001,5,0,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
60,61,42.87,0.43,0.86,4,8,frisbee,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
61,62,37.71,0.25,0.8300000000000001,5,5,basketball,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
62,63,47.42,0.0,0.88,9,9,curling,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
63,64,62.49,0.49,0.77,10,12,martial arts,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
64,65,35.160000000000004,0.56,0.29,1,0,football,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
65,66,39.89,0.23,0.02,9,6,table tennis,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
66,67,48.82,0.0,0.52,0,2,football,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
67,68,35.56,1.0,0.0,5,9,gymnastics,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
68,69,51.43,0.8200000000000001,0.75,8,9,football,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
69,70,37.17,1.0,0.0,7,0,gymnastics,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
70,71,27.64,0.03,0.26,10,1,curling,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
71,72,14.43,0.34,0.32,6,3,curling,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
72,73,59.45,0.64,0.98,7,2,table tennis,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
73,74,67.03,0.88,0.97,10,11,football,5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
74,75,0.0,0.25,0.04,2,0,football,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
75,76,34.88,1.0,0.0,7,2,baseball,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
76,77,27.52,0.75,0.0,6,7,baseball,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
77,78,31.67,0.8,0.0,3,0,curling,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
78,79,20.67,0.31,0.0,1,5,football,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
79,80,38.36,1.0,0.0,5,8,curling,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
80,81,79.42,1.0,1.0,10,2,curling,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
81,82,51.07,0.87,0.74,3,7,martial arts,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
82,83,76.95,0.99,1.0,6,5,martial arts,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
83,84,28.79,1.0,0.03,2,5,martial arts,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
84,85,30.95,0.37,0.0,10,10,curling,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
85,86,48.72,0.9,0.0,10,12,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
86,87,24.44,0.42,0.22,5,8,baseball,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
87,88,51.46,0.0,0.19,1,1,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
88,89,77.58,0.91,1.0,7,6,basketball,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
89,90,56.870000000000005,1.0,0.63,8,10,frisbee,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
90,91,31.22,0.76,0.04,6,7,baseball,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
91,92,41.43,0.4,1.0,2,11,basketball,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
92,93,0.0,0.02,0.02,1,1,curling,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
93,94,24.0,0.54,0.1,7,3,football,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
94,95,63.27,1.0,0.96,3,10,curling,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
95,96,65.67,1.0,0.54,8,4,martial arts,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
96,97,48.93,0.87,0.63,7,1,martial arts,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
97,98,44.72,0.95,0.55,5,11,curling,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
98,99,65.87,0.48,1.0,10,12,table tennis,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
99,100,66.82000000000001,1.0,0.74,10,7,gymnastics,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
100,101,47.14,0.71,0.5700000000000001,9,7,baseball,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
101,102,49.13,0.8300000000000001,0.37,8,5,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
102,103,25.18,0.05,0.9,8,4,curling,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
103,104,46.33,0.53,0.66,9,7,table tennis,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
104,105,31.43,0.78,0.05,0,6,baseball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
105,106,44.72,0.95,0.58,1,0,frisbee,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
106,107,22.17,0.0,0.73,4,9,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
107,108,88.25,1.0,1.0,10,8,frisbee,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
108,109,32.37,0.0,1.0,5,7,baseball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
109,110,2.87,0.18,0.17,7,1,baseball,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
110,111,30.71,0.32,0.67,5,11,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
111,112,17.22,0.02,0.75,2,6,table tennis,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
112,113,77.68,1.0,1.0,10,6,gymnastics,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
113,114,24.51,0.0,0.43,3,7,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
114,115,25.31,0.8300000000000001,0.04,3,3,baseball,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
115,116,21.99,0.32,0.05,4,3,football,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
116,117,18.17,0.0,0.0,3,2,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
117,118,28.9,0.0,0.85,2,11,basketball,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
118,119,44.26,0.95,0.79,7,1,baseball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
119,120,41.17,0.33,1.0,0,3,table tennis,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
120,121,34.01,0.07,0.93,6,8,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
121,122,68.15,1.0,0.96,2,3,frisbee,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
122,123,32.75,0.0,0.65,0,3,basketball,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
123,124,22.41,0.22,0.16,8,4,gymnastics,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
124,125,61.71,1.0,1.0,0,10,table tennis,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
125,126,58.02,0.88,0.47,4,9,basketball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
126,127,16.84,0.0,0.11,5,6,martial arts,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
127,128,7.5,0.14,0.0,3,1,curling,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
128,129,67.83,0.94,0.86,10,8,martial arts,8,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
129,130,21.61,0.05,0.77,0,0,curling,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
130,131,52.66,0.81,0.6900000000000001,6,7,basketball,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
131,132,71.33,0.63,1.0,7,4,frisbee,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
132,133,45.31,0.27,1.0,5,8,frisbee,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
133,134,25.38,0.14,0.0,2,6,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
134,135,38.34,1.0,0.0,9,11,baseball,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
135,136,28.91,0.01,0.0,0,8,martial arts,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
136,137,68.77,1.0,0.95,8,12,baseball,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
137,138,82.56,1.0,1.0,8,4,martial arts,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
138,139,17.91,0.0,0.04,6,9,baseball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
139,140,37.05,1.0,0.11,6,9,baseball,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
140,141,28.39,0.0,1.0,0,6,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
141,142,35.04,0.06,0.0,2,4,martial arts,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
142,143,51.11,1.0,0.49,8,4,baseball,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
143,144,68.28,0.97,0.92,9,9,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
144,145,51.620000000000005,0.6900000000000001,0.95,1,12,baseball,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
145,146,35.46,0.1,0.96,7,5,frisbee,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
146,147,21.95,0.0,1.0,4,8,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
147,148,14.01,0.0,0.39,1,3,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
148,149,26.56,0.51,0.74,4,3,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
149,150,25.96,0.0,1.0,3,12,baseball,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
150,151,15.67,0.48,0.2,5,11,table tennis,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
151,152,0.0,0.54,0.0,4,1,gymnastics,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
152,153,0.0,0.0,0.49,5,3,baseball,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
153,154,34.67,0.67,0.67,7,2,curling,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
154,155,30.85,1.0,0.01,7,9,table tennis,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
155,156,39.08,0.99,0.0,10,9,baseball,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
156,157,33.64,0.36,1.0,3,10,gymnastics,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
157,158,0.0,0.23,0.1,5,0,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
158,159,0.0,0.0,0.51,5,5,baseball,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
159,160,23.68,0.38,1.0,4,3,curling,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
160,161,29.18,0.03,0.71,8,6,frisbee,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
161,162,45.78,1.0,0.0,9,9,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
162,163,57.24,0.73,1.0,4,1,frisbee,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
163,164,69.09,0.85,0.97,8,8,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
164,165,0.0,0.19,0.08,3,2,curling,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
165,166,37.2,0.25,0.9,9,11,gymnastics,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
166,167,26.76,0.0,0.4,4,3,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
167,168,29.98,0.17,0.02,0,3,martial arts,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
168,169,25.97,0.62,0.0,3,5,gymnastics,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
169,170,52.42,1.0,0.77,7,11,curling,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
170,171,59.53,1.0,0.91,4,3,frisbee,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
171,172,50.0,0.52,1.0,2,5,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
172,173,31.74,0.92,0.13,6,5,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
173,174,0.0,0.07,0.88,1,10,frisbee,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
174,175,4.37,0.31,0.05,5,1,football,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
175,176,51.21,1.0,0.71,7,5,curling,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
176,177,24.17,0.8200000000000001,0.31,3,2,martial arts,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
177,178,21.45,0.42,0.65,1,7,curling,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
178,179,6.4,0.3,0.53,0,9,table tennis,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
179,180,65.34,0.99,1.0,2,10,frisbee,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
180,181,8.92,0.0,0.14,4,7,football,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
181,182,61.76,1.0,0.98,7,9,baseball,6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
182,183,34.800000000000004,0.45,0.6900000000000001,7,6,frisbee,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
183,184,31.39,0.6900000000000001,0.45,7,10,football,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
184,185,54.45,0.8200000000000001,0.43,8,7,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
185,186,23.61,0.85,0.0,5,5,curling,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
186,187,8.88,0.08,0.47,0,0,basketball,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
187,188,5.3100000000000005,0.58,0.0,6,0,curling,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
188,189,26.14,0.0,0.2,3,5,baseball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
189,190,70.35000000000001,0.96,1.0,8,11,curling,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
190,191,28.93,0.96,0.47,0,3,table tennis,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
191,192,26.66,0.19,1.0,2,4,frisbee,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
192,193,25.34,0.0,0.0,8,8,football,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
193,194,65.13,1.0,1.0,2,9,table tennis,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
