,student label,game score,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,previous competitive sports,# meals on day prior to game,x0_west coast,x0_evening,x0_morning,x0_noon,x0_early bird,x0_night owl,x0_frosh,x0_junior,x0_senior,x0_sophomore
126,127,25.38,0.0,0.15,6,6,martial arts,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
127,128,0.73,0.43,0.01,4,0,curling,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
128,129,69.02,0.91,0.87,10,9,martial arts,8,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
129,130,89.24,0.0,0.2,0,1,curling,6,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
130,131,75.64,0.98,1.0,4,8,basketball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
131,132,59.98,0.85,0.71,7,5,frisbee,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
132,133,44.04,0.15,1.0,4,7,frisbee,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
133,134,0.0,0.12,0.16,4,8,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
134,135,44.94,1.0,0.03,8,10,baseball,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
135,136,34.96,0.17,0.05,0,6,martial arts,7,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
136,137,81.81,1.0,1.0,9,12,baseball,4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
137,138,90.9,1.0,1.0,10,4,martial arts,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
138,139,9.64,0.13,0.0,5,9,baseball,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
139,140,30.72,0.97,0.0,8,11,baseball,6,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
140,141,1.31,0.13,0.89,0,4,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
141,142,13.03,0.06,0.0,3,5,martial arts,2,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
142,143,60.11,1.0,0.94,8,1,baseball,3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
143,144,67.09,0.85,1.0,8,10,table tennis,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
144,145,56.14,0.59,1.0,3,10,baseball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
145,146,32.17,0.0,0.86,6,7,frisbee,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
146,147,34.31,0.09,1.0,3,9,table tennis,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
147,148,5.59,0.0,0.77,1,3,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
148,149,38.81,0.52,0.94,2,1,table tennis,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
149,150,35.27,0.02,0.99,2,11,baseball,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
150,151,50.52,1.0,0.7000000000000001,6,12,table tennis,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
151,152,4.61,0.17,0.17,2,1,gymnastics,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
152,153,20.75,0.0,0.28,5,3,baseball,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
153,154,38.26,0.89,0.0,7,2,curling,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
154,155,36.35,0.8200000000000001,0.0,8,9,table tennis,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
155,156,38.51,0.71,0.0,8,9,baseball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
156,157,33.02,0.0,1.0,4,11,gymnastics,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
157,158,17.16,0.28,0.03,6,2,martial arts,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
158,159,28.99,0.0,0.87,5,5,baseball,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
159,160,50.06,0.68,0.84,7,3,curling,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
160,161,52.41,0.19,1.0,8,5,frisbee,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
161,162,39.39,0.85,0.0,9,11,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
162,163,53.15,0.87,0.91,4,0,frisbee,4,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
163,164,81.19,1.0,0.98,9,9,table tennis,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
164,165,18.76,0.0,0.0,3,2,curling,5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
165,166,32.82,0.0,0.94,7,10,gymnastics,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
166,167,16.45,0.05,0.0,1,3,table tennis,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
167,168,44.03,0.39,0.66,1,2,martial arts,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
168,169,13.9,0.33,0.0,3,5,gymnastics,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
169,170,35.03,0.87,0.36,7,11,curling,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
170,171,61.38,0.94,0.93,5,3,frisbee,3,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
171,172,73.01,1.0,1.0,1,2,martial arts,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
172,173,44.37,0.76,0.15,6,9,football,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
173,174,34.62,0.08,0.89,0,8,frisbee,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
174,175,33.52,0.63,0.0,4,2,football,4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
175,176,40.63,0.75,0.68,7,5,curling,5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
176,177,37.19,1.0,0.0,3,1,martial arts,4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
177,178,63.93,0.75,1.0,0,5,curling,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
178,179,44.54,0.0,0.12,0,9,table tennis,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
179,180,72.59,0.99,0.97,5,10,frisbee,7,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
180,181,27.41,0.09,0.0,5,8,football,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
181,182,54.86,0.91,0.8,5,9,baseball,6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
182,183,60.92,1.0,0.8300000000000001,5,4,frisbee,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
183,184,24.14,0.4,0.19,6,11,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
184,185,62.46,0.93,0.33,10,9,martial arts,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
185,186,31.18,0.92,0.01,6,4,curling,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
186,187,42.64,0.98,0.02,0,0,basketball,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
187,188,66.37,0.0,0.0,8,0,curling,5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
188,189,44.97,0.12,0.14,3,5,baseball,5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
189,190,73.81,1.0,0.88,10,11,curling,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
190,191,49.57,0.8300000000000001,1.0,0,3,table tennis,6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
191,192,21.73,0.07,0.91,2,4,frisbee,6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
192,193,28.15,0.0,0.0,7,7,football,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
193,194,60.28,0.56,1.0,2,10,table tennis,2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
194,195,6.54,0.19,0.0,5,8,football,5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
195,196,35.87,0.0,1.0,3,12,martial arts,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
196,197,63.02,1.0,0.75,10,12,table tennis,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
197,198,8.96,0.01,0.47,3,7,table tennis,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
198,199,44.35,1.0,0.81,5,1,football,6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
199,200,21.98,0.43,0.1,7,6,football,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
200,201,63.21,0.96,0.91,7,12,frisbee,5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
201,202,75.89,1.0,0.79,9,10,martial arts,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
202,203,23.97,0.42,0.12,8,4,table tennis,5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
203,204,36.13,0.06,0.22,6,1,martial arts,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
204,205,26.85,0.86,0.04,1,6,table tennis,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
205,206,39.92,0.48,0.36,8,7,gymnastics,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
