,student label,game score,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,previous competitive sports,# meals on day prior to game,x0_west coast,x0_evening,x0_morning,x0_noon,x0_early bird,x0_night owl,x0_frosh,x0_junior,x0_senior,x0_sophomore
14,15,73.05,0.99,1.0,8,11,table tennis,5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
15,16,0.12,0.16,0.12,6,2,football,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16,17,54.38,0.39,1.0,9,0,curling,5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
17,18,27.65,0.05,0.63,2,1,table tennis,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
18,19,27.41,0.0,0.0,6,10,martial arts,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
19,20,23.1,0.0,0.04,0,10,martial arts,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20,21,36.68,0.0,1.0,6,7,curling,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
21,22,31.3,1.0,0.0,9,11,baseball,6,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
22,23,59.22,0.66,1.0,2,2,martial arts,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23,24,20.26,0.0,0.17,5,2,gymnastics,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
24,25,78.99,0.99,1.0,8,9,football,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
25,26,27.85,1.0,0.13,2,1,martial arts,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
26,27,45.25,1.0,0.02,10,1,martial arts,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
27,28,34.08,0.95,0.08,6,11,table tennis,4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
28,29,44.54,0.71,0.27,4,9,baseball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
29,30,9.98,0.0,0.06,3,11,football,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
30,31,52.26,0.87,0.51,4,12,curling,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
31,32,41.45,1.0,0.08,5,7,football,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32,33,85.65,0.92,1.0,9,8,football,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
33,34,66.15,0.98,0.81,9,0,football,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
34,35,33.29,0.07,0.41,2,0,martial arts,4,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35,36,54.72,0.87,0.98,3,11,table tennis,5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
36,37,73.19,1.0,0.93,3,5,football,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
37,38,43.82,0.0,0.92,8,3,martial arts,5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
38,39,67.26,1.0,0.55,7,11,martial arts,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
39,40,70.32000000000001,1.0,0.87,0,6,martial arts,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40,41,25.97,1.0,0.14,3,10,martial arts,6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
41,42,45.07,0.13,1.0,3,5,curling,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
42,43,77.69,1.0,0.97,9,7,basketball,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
43,44,35.09,0.29,0.56,5,2,frisbee,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
44,45,0.0,0.01,0.12,1,11,frisbee,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
45,46,51.22,0.87,0.88,6,9,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
46,47,5.55,0.23,0.11,1,12,gymnastics,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
47,48,34.230000000000004,0.07,1.0,8,0,table tennis,3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
48,49,7.13,0.03,0.0,0,12,baseball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
49,50,2.81,0.0,0.3,1,5,baseball,5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
50,51,8.41,0.05,0.0,0,7,curling,2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
51,52,62.35,1.0,0.94,4,1,frisbee,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
52,53,20.58,0.05,0.92,8,11,table tennis,4,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
53,54,83.65,1.0,1.0,10,9,table tennis,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
54,55,35.31,0.0,1.0,7,6,martial arts,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
55,56,23.86,0.43,0.09,3,1,football,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
56,57,30.84,0.8,0.85,2,1,football,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
57,58,29.4,0.37,0.0,5,5,football,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
58,59,47.98,0.99,0.51,7,4,baseball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
59,60,16.51,0.0,0.92,3,1,martial arts,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
60,61,35.54,0.02,0.04,7,8,frisbee,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
61,62,41.19,0.2,0.0,8,5,basketball,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
62,63,35.1,0.0,0.0,7,10,curling,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
63,64,67.7,0.73,0.58,8,10,martial arts,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
64,65,48.9,0.41,0.0,0,4,football,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
65,66,78.04,0.96,0.9,10,7,table tennis,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
66,67,29.74,0.05,1.0,1,0,football,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67,68,41.53,1.0,0.02,4,11,gymnastics,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
68,69,77.78,0.89,1.0,10,9,football,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
69,70,59.16,1.0,0.66,5,1,gymnastics,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
70,71,34.33,0.12,0.0,9,4,curling,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
71,72,22.17,0.0,0.0,7,0,curling,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
72,73,14.18,0.06,0.58,7,2,table tennis,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
73,74,77.07000000000001,1.0,1.0,10,12,football,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
74,75,21.9,0.62,0.48,3,0,football,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
75,76,27.36,0.38,0.0,7,3,baseball,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
76,77,34.64,1.0,0.0,8,7,baseball,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
77,78,32.410000000000004,1.0,0.05,7,4,curling,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
78,79,27.86,0.32,0.15,3,5,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
79,80,3.71,0.0,0.03,5,5,curling,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
80,81,54.23,0.92,0.72,10,1,curling,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
81,82,40.17,0.96,0.0,4,4,martial arts,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
82,83,64.94,1.0,0.98,4,7,martial arts,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
83,84,35.75,0.75,0.05,1,4,martial arts,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
84,85,21.76,0.06,0.25,8,9,curling,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
85,86,51.05,0.97,0.33,10,12,martial arts,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
86,87,24.59,0.78,0.16,4,8,baseball,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
87,88,64.97,1.0,0.95,3,4,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
88,89,62.82,0.74,0.76,9,7,basketball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
89,90,66.6,0.85,0.73,10,9,frisbee,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
90,91,38.43,0.9,0.72,3,9,baseball,6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
91,92,68.75,0.98,0.8300000000000001,3,7,basketball,3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
92,93,22.03,0.6900000000000001,0.11,2,2,curling,6,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
93,94,0.0,0.38,0.04,5,1,football,6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
94,95,44.86,1.0,0.34,4,12,curling,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
95,96,77.09,1.0,1.0,5,4,martial arts,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
96,97,38.25,1.0,0.0,7,2,martial arts,4,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
97,98,56.36,0.76,0.85,1,10,curling,4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
98,99,28.83,0.0,0.0,10,9,table tennis,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
99,100,56.53,0.98,0.81,9,8,gymnastics,5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
100,101,25.87,0.0,0.0,8,9,baseball,4,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
101,102,84.52,1.0,1.0,7,6,martial arts,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
102,103,25.06,0.19,0.51,7,8,curling,4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
103,104,53.370000000000005,1.0,0.64,8,10,table tennis,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
104,105,52.46,0.76,0.19,0,7,baseball,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
105,106,36.68,0.8300000000000001,0.38,2,1,frisbee,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
106,107,36.61,0.26,1.0,3,10,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
107,108,37.47,0.17,0.96,8,7,frisbee,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
108,109,25.76,0.04,0.43,8,5,baseball,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
109,110,22.0,0.42,0.01,6,1,baseball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
110,111,43.77,0.08,0.73,5,7,table tennis,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
111,112,45.8,0.05,0.3,4,10,table tennis,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
112,113,79.56,0.98,0.97,9,3,gymnastics,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
113,114,39.46,0.03,0.0,3,6,martial arts,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
114,115,34.910000000000004,0.5,0.2,2,3,baseball,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
115,116,35.14,0.0,0.15,1,3,football,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
116,117,38.8,0.0,0.13,7,3,martial arts,3,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
117,118,51.11,0.0,1.0,5,10,basketball,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
118,119,40.74,0.85,0.25,9,0,baseball,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
119,120,57.57,1.0,0.78,0,3,table tennis,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
120,121,3.53,0.01,1.0,4,10,football,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
121,122,64.7,0.99,0.91,2,3,frisbee,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
122,123,11.59,0.09,0.22,0,0,basketball,5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
123,124,55.23,0.74,0.79,9,2,gymnastics,5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
124,125,30.74,1.0,0.0,2,10,table tennis,6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
125,126,58.7,0.81,0.84,7,9,basketball,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
126,127,23.56,0.0,0.05,5,6,martial arts,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
127,128,21.83,0.43,0.0,4,4,curling,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
128,129,86.4,1.0,0.97,10,9,martial arts,8,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
129,130,0.0,0.0,0.53,0,0,curling,6,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
130,131,70.93,1.0,1.0,5,10,basketball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
131,132,32.39,0.1,0.93,7,7,frisbee,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
132,133,24.93,0.04,1.0,1,8,frisbee,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
133,134,5.68,0.07,0.18,2,8,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
134,135,34.69,0.89,0.24,8,10,baseball,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
135,136,0.0,0.35,0.25,0,4,martial arts,7,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
136,137,54.85,0.86,0.76,9,9,baseball,4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
137,138,51.84,0.84,0.67,8,7,martial arts,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
138,139,15.4,0.86,0.06,5,8,baseball,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
139,140,29.73,1.0,0.05,10,11,baseball,6,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
140,141,19.58,0.14,0.08,3,3,football,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
141,142,38.97,0.65,0.0,5,6,martial arts,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
142,143,48.32,0.34,1.0,9,2,baseball,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
143,144,55.42,1.0,0.8300000000000001,5,9,table tennis,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
144,145,12.09,0.01,0.95,5,10,baseball,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
145,146,46.53,0.15,1.0,8,6,frisbee,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
146,147,29.54,0.31,0.68,1,6,table tennis,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
147,148,28.96,0.07,1.0,3,4,football,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
148,149,0.0,0.19,0.07,1,0,table tennis,3,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
149,150,22.51,0.0,0.85,3,11,baseball,3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
150,151,47.8,1.0,0.15,8,11,table tennis,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
151,152,41.03,0.56,0.6900000000000001,4,0,gymnastics,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
152,153,29.0,0.28,0.03,8,0,baseball,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
153,154,38.69,1.0,0.0,8,0,curling,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
154,155,40.47,0.68,0.0,8,12,table tennis,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
155,156,39.86,0.97,0.0,6,9,baseball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
156,157,25.55,0.0,1.0,2,12,gymnastics,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
157,158,37.0,0.24,0.35,4,3,martial arts,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
158,159,42.12,0.21,1.0,7,7,baseball,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
159,160,49.34,0.0,0.03,8,5,curling,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
160,161,33.96,0.0,0.94,6,7,frisbee,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
161,162,30.64,0.12,0.0,9,10,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
162,163,23.41,0.0,1.0,1,1,frisbee,4,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
163,164,65.97,0.96,0.88,10,10,table tennis,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
164,165,0.0,0.0,0.12,4,2,curling,5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
165,166,16.17,0.0,0.89,6,8,gymnastics,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
166,167,17.59,0.52,0.0,2,8,table tennis,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
167,168,55.25,1.0,0.91,0,1,martial arts,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
168,169,25.27,1.0,0.01,4,7,gymnastics,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
169,170,23.95,1.0,0.0,5,11,curling,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
170,171,58.22,1.0,0.8300000000000001,6,3,frisbee,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
171,172,54.26,0.98,0.89,1,0,martial arts,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
172,173,30.35,0.37,0.65,9,8,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
173,174,27.51,0.05,1.0,3,6,frisbee,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
174,175,21.21,0.44,0.09,2,2,football,4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
175,176,30.12,0.13,0.96,7,3,curling,5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
176,177,17.92,1.0,0.0,5,1,martial arts,4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
177,178,65.76,0.99,1.0,2,3,curling,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
178,179,4.8,0.04,0.58,0,7,table tennis,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
179,180,62.14,0.7000000000000001,1.0,5,10,frisbee,7,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
180,181,20.4,0.33,0.02,2,5,football,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
181,182,20.62,1.0,0.02,6,9,baseball,6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
182,183,60.16,0.81,1.0,1,4,frisbee,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
183,184,7.32,0.23,0.0,5,12,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
184,185,50.01,0.8,0.0,10,10,martial arts,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
185,186,37.11,0.9,0.0,8,4,curling,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
186,187,30.7,0.91,0.09,2,0,basketball,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
187,188,27.76,0.13,0.13,9,5,curling,5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
188,189,33.230000000000004,0.13,0.0,4,8,baseball,5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
189,190,63.49,0.94,0.88,10,12,curling,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
190,191,59.44,1.0,1.0,0,2,table tennis,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
191,192,36.55,0.31,0.13,3,6,frisbee,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
192,193,33.4,0.26,0.08,8,7,football,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
193,194,57.45,0.97,0.76,4,10,table tennis,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
194,195,32.49,0.22,0.08,6,8,football,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
195,196,44.22,0.05,1.0,4,12,martial arts,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
196,197,74.58,0.81,1.0,10,12,table tennis,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
197,198,48.82,0.27,1.0,1,5,table tennis,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
198,199,39.8,1.0,0.77,2,0,football,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
199,200,28.15,0.09,0.05,6,6,football,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
200,201,71.11,0.89,1.0,7,12,frisbee,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
201,202,64.64,1.0,0.8,10,12,martial arts,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
202,203,16.330000000000002,0.01,0.07,10,7,table tennis,5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
203,204,21.83,0.0,0.07,4,0,martial arts,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
204,205,9.57,1.0,0.0,1,4,table tennis,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
205,206,24.59,1.0,0.0,5,9,gymnastics,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
